order_item_id,order_id,product_id,quantity,unit_price,total_price
4070,798,238,6,204.45,1226.7
4071,2527,98,3,180.0,540.0
4072,4752,157,9,800.0,7200.0
4073,763,149,9,120.0,1080.0
4074,618,54,6,405.91,2435.46
4075,3881,60,1,190.3,190.3
4076,4807,135,1,130.64,130.64
4077,4433,89,4,208.44,833.76
4078,3864,163,10,46.33,463.3
4079,3687,119,8,1099.59,8796.72
4080,768,216,3,202.38,607.14
4081,3186,119,4,1099.59,4398.36
4082,1021,159,6,120.0,720.0
4083,3494,69,9,1559.31,14033.79
4084,1078,181,4,300.0,1200.0
4085,3260,62,3,471.39,1414.17
4086,3611,98,10,180.0,1800.0
4087,1776,125,10,1197.53,11975.3
4088,2879,58,9,128.71,1158.39
4089,1891,108,7,1476.36,10334.52
4090,1627,165,9,451.83,4066.47
4091,3619,52,10,120.0,1200.0
4092,4285,60,6,190.3,1141.8
4093,1572,54,4,405.91,1623.64
4094,4966,212,5,104.69,523.45
4095,3676,162,10,150.07,1500.7
4096,1592,201,2,137.0,274.0
4097,2627,247,3,71.01,213.03
4098,1193,131,5,272.23,1361.15
4099,4774,174,3,1178.06,3534.18
4100,4248,183,3,120.0,360.0
4101,1129,135,9,130.64,1175.76
4102,3439,91,4,66.38,265.52
4103,1116,92,4,2549.04,10196.16
4104,4809,191,1,157.02,157.02
4105,4901,74,7,264.38,1850.66
4106,1909,67,10,110.28,1102.8
4107,4528,201,9,137.0,1233.0
4108,3753,240,8,167.69,1341.52
4109,1329,155,2,298.27,596.54
4110,4124,50,6,86.05,516.3
4111,1312,64,10,2100.9,21009.0
4112,4451,231,10,187.14,1871.4
4113,4039,83,5,504.0,2520.0
4114,1863,229,8,180.0,1440.0
4115,2005,51,1,125.78,125.78
4116,3616,213,9,171.46,1543.14
4117,2726,200,9,258.56,2327.04
4118,2184,201,7,137.0,959.0
4119,154,159,8,120.0,960.0
4120,816,209,9,1372.52,12352.68
4121,1120,100,5,1359.23,6796.15
4122,3269,95,2,172.18,344.36
4123,2156,190,1,113.88,113.88
4124,1210,146,5,129.46,647.3
4125,454,155,8,298.27,2386.16
4126,1107,63,10,990.3,9903.0
4127,2797,66,4,120.0,480.0
4128,4545,171,4,159.51,638.04
4129,4417,193,4,100.58,402.32
4130,4374,209,8,1372.52,10980.16
4131,2660,156,7,1205.35,8437.45
4132,1038,61,1,67.58,67.58
4133,3334,180,10,138.4,1384.0
4134,414,124,6,2883.5,17301.0
4135,2542,230,4,118.96,475.84
4136,4143,92,2,2549.04,5098.08
4137,1940,182,3,975.0,2925.0
4138,656,224,4,2101.12,8404.48
4139,4045,76,10,180.0,1800.0
4140,2480,176,7,188.3,1318.1
4141,3862,229,1,180.0,180.0
4142,1348,105,1,135.41,135.41
4143,1317,153,3,718.73,2156.19
4144,3607,129,2,962.56,1925.12
4145,3839,117,3,82.71,248.13
4146,4059,140,3,120.0,360.0
4147,316,64,1,2100.9,2100.9
4148,221,196,6,1443.65,8661.9
4149,2262,75,8,1254.27,10034.16
4150,845,222,5,305.74,1528.7
4151,1515,59,1,154.29,154.29
4152,1109,147,10,100.8,1008.0
4153,1731,151,7,180.0,1260.0
4154,3186,203,10,166.41,1664.1
4155,1239,185,9,1384.68,12462.12
4156,2925,129,7,962.56,6737.92
4157,1191,81,9,770.0,6930.0
4158,4383,70,10,60.12,601.2
4159,3567,145,9,98.38,885.42
4160,2432,94,2,989.11,1978.22
4161,2895,232,8,1474.3,11794.4
4162,1457,61,7,67.58,473.06
4163,1110,225,7,300.0,2100.0
4164,1931,152,2,129.83,259.66
4165,3117,236,1,2177.26,2177.26
4166,623,123,4,2653.9,10615.6
4167,2338,119,7,1099.59,7697.13
4168,1931,86,6,200.0,1200.0
4169,2745,161,10,78.03,780.3
4170,1259,208,2,315.34,630.68
4171,4502,180,7,138.4,968.8
4172,1969,118,10,1531.08,15310.8
4173,3296,147,9,100.8,907.2
4174,2024,236,2,2177.26,4354.52
4175,877,82,10,2325.76,23257.6
4176,2245,85,5,1442.27,7211.35
4177,2527,52,2,120.0,240.0
4178,3590,180,1,138.4,138.4
4179,4404,155,7,298.27,2087.89
4180,345,236,2,2177.26,4354.52
4181,3673,231,6,187.14,1122.84
4182,3069,77,7,2171.8,15202.6
4183,1914,186,1,261.6,261.6
4184,2446,75,9,1254.27,11288.43
4185,785,206,6,173.37,1040.22
4186,1488,59,2,154.29,308.58
4187,4892,204,1,78.16,78.16
4188,3849,240,1,167.69,167.69
4189,450,158,2,278.02,556.04
4190,1428,111,9,179.96,1619.64
4191,2596,145,2,98.38,196.76
4192,2277,195,1,297.99,297.99
4193,244,230,4,118.96,475.84
4194,2113,135,9,130.64,1175.76
4195,3309,194,8,306.71,2453.68
4196,946,98,7,180.0,1260.0
4197,1027,203,8,166.41,1331.28
4198,1524,54,2,405.91,811.82
4199,3109,122,5,200.0,1000.0
4200,3693,93,7,125.16,876.12
4201,3050,201,1,137.0,137.0
4202,3322,234,6,76.5,459.0
4203,3307,170,7,126.43,885.01
4204,4239,56,8,1005.85,8046.8
4205,61,69,5,1559.31,7796.55
4206,4175,233,8,955.41,7643.28
4207,3399,157,10,800.0,8000.0
4208,2415,249,1,635.04,635.04
4209,3779,196,4,1443.65,5774.6
4210,3607,113,6,109.15,654.9
4211,390,92,4,2549.04,10196.16
4212,4617,93,5,125.16,625.8
4213,1676,202,2,93.31,186.62
4214,1778,66,7,120.0,840.0
4215,253,88,9,2094.34,18849.06
4216,3167,202,7,93.31,653.17
4217,1715,148,1,385.47,385.47
4218,2051,88,2,2094.34,4188.68
4219,696,88,8,2094.34,16754.72
4220,2094,236,1,2177.26,2177.26
4221,4749,243,2,98.66,197.32
4222,2573,65,5,116.11,580.55
4223,1506,102,6,150.31,901.86
4224,3669,155,1,298.27,298.27
4225,4514,206,1,173.37,173.37
4226,2744,243,2,98.66,197.32
4227,4655,59,3,154.29,462.87
4228,3278,51,9,125.78,1132.02
4229,1299,190,3,113.88,341.64
4230,4691,231,8,187.14,1497.12
4231,3251,51,6,125.78,754.68
4232,2915,219,10,146.6,1466.0
4233,3869,63,5,990.3,4951.5
4234,2265,100,9,1359.23,12233.07
4235,3793,157,8,800.0,6400.0
4236,2881,98,3,180.0,540.0
4237,2854,215,7,1924.02,13468.14
4238,3708,211,4,1220.52,4882.08
4239,2829,78,8,120.0,960.0
4240,216,160,7,524.39,3670.73
4241,4566,173,3,150.55,451.65
4242,180,113,7,109.15,764.05
4243,2687,72,6,120.0,720.0
4244,377,72,6,120.0,720.0
4245,2729,65,10,116.11,1161.1
4246,1828,93,3,125.16,375.48
4247,3227,109,4,2085.93,8343.72
4248,2328,248,4,1650.28,6601.12
4249,1503,158,6,278.02,1668.12
4250,4945,114,9,61.9,557.1
4251,753,196,5,1443.65,7218.25
4252,3170,222,8,305.74,2445.92
4253,250,146,5,129.46,647.3
4254,2821,147,6,100.8,604.8
4255,4737,178,6,300.0,1800.0
4256,890,61,4,67.58,270.32
4257,4867,202,10,93.31,933.1
4258,4003,136,10,855.93,8559.3
4259,3724,138,5,1619.87,8099.35
4260,3087,137,4,210.59,842.36
4261,2744,187,2,2312.07,4624.14
4262,4577,243,2,98.66,197.32
4263,1757,210,8,62.23,497.84
4264,2623,179,4,206.88,827.52
4265,1777,181,9,300.0,2700.0
4266,4581,200,6,258.56,1551.36
4267,3405,159,5,120.0,600.0
4268,2075,90,7,120.0,840.0
4269,3097,87,6,2959.42,17756.52
4270,1086,105,4,135.41,541.64
4271,3730,221,10,165.94,1659.4
4272,4329,241,9,120.0,1080.0
4273,1488,73,6,2224.0,13344.0
4274,349,142,3,318.82,956.46
4275,414,218,4,107.92,431.68
4276,2454,77,4,2171.8,8687.2
4277,3453,111,8,179.96,1439.68
4278,2564,192,5,193.9,969.5
4279,1010,239,8,563.54,4508.32
4280,4383,59,8,154.29,1234.32
4281,782,177,6,205.88,1235.28
4282,3080,78,5,120.0,600.0
4283,4453,208,2,315.34,630.68
4284,2629,112,1,96.87,96.87
4285,3976,136,7,855.93,5991.51
4286,2187,195,10,297.99,2979.9
4287,3320,56,10,1005.85,10058.5
4288,1207,204,7,78.16,547.12
4289,3797,186,2,261.6,523.2
4290,4519,69,3,1559.31,4677.93
4291,4493,166,8,916.49,7331.92
4292,305,141,4,195.48,781.92
4293,3455,99,5,969.54,4847.7
4294,2274,238,7,204.45,1431.15
4295,851,116,8,1631.98,13055.84
4296,495,158,1,278.02,278.02
4297,3556,194,7,306.71,2146.97
4298,2675,148,3,385.47,1156.41
4299,3431,198,5,178.51,892.55
4300,3150,209,1,1372.52,1372.52
4301,3348,97,3,1122.42,3367.26
4302,3950,215,5,1924.02,9620.1
4303,505,77,1,2171.8,2171.8
4304,4703,237,2,153.8,307.6
4305,2655,119,3,1099.59,3298.77
4306,3407,107,8,685.62,5484.96
4307,3518,247,5,71.01,355.05
4308,2705,230,5,118.96,594.8
4309,3765,59,3,154.29,462.87
4310,1580,51,9,125.78,1132.02
4311,1762,202,9,93.31,839.79
4312,4133,215,2,1924.02,3848.04
4313,314,50,8,86.05,688.4
4314,4316,129,1,962.56,962.56
4315,2688,139,5,143.08,715.4
4316,1719,122,7,200.0,1400.0
4317,4500,62,8,471.39,3771.12
4318,3627,120,8,163.07,1304.56
4319,4575,50,6,86.05,516.3
4320,824,208,7,315.34,2207.38
4321,4316,244,4,115.57,462.28
4322,2415,105,10,135.41,1354.1
4323,4780,196,7,1443.65,10105.55
4324,3821,53,7,272.24,1905.68
4325,1970,77,9,2171.8,19546.2
4326,3104,93,2,125.16,250.32
4327,3067,79,8,181.74,1453.92
4328,1760,85,9,1442.27,12980.43
4329,3126,230,3,118.96,356.88
4330,4053,155,8,298.27,2386.16
4331,2282,171,1,159.51,159.51
4332,4925,236,10,2177.26,21772.6
4333,4839,245,5,1433.1,7165.5
4334,3035,53,1,272.24,272.24
4335,1124,60,1,190.3,190.3
4336,1235,102,6,150.31,901.86
4337,675,173,5,150.55,752.75
4338,2703,137,5,210.59,1052.95
4339,2306,103,2,186.36,372.72
4340,1269,133,10,161.86,1618.6
4341,3222,94,9,989.11,8901.99
4342,4720,194,5,306.71,1533.55
4343,4195,113,3,109.15,327.45
4344,3795,235,7,103.56,724.92
4345,4079,62,6,471.39,2828.34
4346,2060,228,6,1229.62,7377.72
4347,1250,101,5,248.5,1242.5
4348,4030,192,4,193.9,775.6
4349,2861,181,6,300.0,1800.0
4350,3514,131,7,272.23,1905.61
4351,3220,156,8,1205.35,9642.8
4352,179,58,2,128.71,257.42
4353,2200,161,4,78.03,312.12
4354,4931,169,7,1908.92,13362.44
4355,4678,116,3,1631.98,4895.94
4356,4292,131,5,272.23,1361.15
4357,2530,234,10,76.5,765.0
4358,2256,150,7,106.47,745.29
4359,936,169,9,1908.92,17180.28
4360,957,206,6,173.37,1040.22
4361,2474,224,2,2101.12,4202.24
4362,1086,165,9,451.83,4066.47
4363,4663,163,6,46.33,277.98
4364,3435,182,10,975.0,9750.0
4365,2666,160,2,524.39,1048.78
4366,2993,247,1,71.01,71.01
4367,1102,241,4,120.0,480.0
4368,4983,108,2,1476.36,2952.72
4369,2977,84,7,1133.92,7937.44
4370,284,54,7,405.91,2841.37
4371,4472,99,3,969.54,2908.62
4372,3791,109,10,2085.93,20859.3
4373,2820,64,1,2100.9,2100.9
4374,788,157,2,800.0,1600.0
4375,4469,164,8,84.9,679.2
4376,857,152,4,129.83,519.32
4377,1699,201,3,137.0,411.0
4378,2681,70,10,60.12,601.2
4379,2134,51,7,125.78,880.46
4380,4195,222,10,305.74,3057.4
4381,2422,131,4,272.23,1088.92
4382,2806,59,2,154.29,308.58
4383,3932,222,3,305.74,917.22
4384,625,214,4,422.09,1688.36
4385,4179,200,1,258.56,258.56
4386,1601,222,8,305.74,2445.92
4387,1,218,8,107.92,863.36
4388,4782,114,5,61.9,309.5
4389,4346,110,6,1049.02,6294.12
4390,4506,167,4,100.84,403.36
4391,1410,183,3,120.0,360.0
4392,3868,242,3,1963.04,5889.12
4393,4586,67,4,110.28,441.12
4394,2971,140,6,120.0,720.0
4395,2588,161,2,78.03,156.06
4396,799,217,6,1681.75,10090.5
4397,943,215,8,1924.02,15392.16
4398,3463,222,9,305.74,2751.66
4399,1328,66,4,120.0,480.0
4400,695,190,5,113.88,569.4
4401,3417,59,8,154.29,1234.32
4402,4231,80,10,114.11,1141.1
4403,186,99,2,969.54,1939.08
4404,478,172,10,1927.62,19276.2
4405,4097,133,2,161.86,323.72
4406,2898,200,9,258.56,2327.04
4407,3016,94,6,989.11,5934.66
4408,3816,215,10,1924.02,19240.2
4409,1686,188,9,2097.81,18880.29
4410,992,185,10,1384.68,13846.8
4411,2750,127,7,258.47,1809.29
4412,4366,177,5,205.88,1029.4
4413,2946,62,9,471.39,4242.51
4414,3399,211,9,1220.52,10984.68
4415,195,242,2,1963.04,3926.08
4416,2303,150,8,106.47,851.76
4417,79,59,8,154.29,1234.32
4418,3947,143,2,225.47,450.94
4419,1122,125,10,1197.53,11975.3
4420,3222,168,7,292.77,2049.39
4421,786,85,1,1442.27,1442.27
4422,2862,53,5,272.24,1361.2
4423,447,171,5,159.51,797.55
4424,4219,198,10,178.51,1785.1
4425,2724,174,5,1178.06,5890.3
4426,1582,238,2,204.45,408.9
4427,359,143,3,225.47,676.41
4428,2287,87,6,2959.42,17756.52
4429,1766,125,1,1197.53,1197.53
4430,805,88,6,2094.34,12566.04
4431,2731,138,6,1619.87,9719.22
4432,4765,103,7,186.36,1304.52
4433,4063,111,9,179.96,1619.64
4434,143,68,9,206.13,1855.17
4435,2235,51,4,125.78,503.12
4436,3560,199,2,167.69,335.38
4437,2170,143,5,225.47,1127.35
4438,3422,106,1,152.29,152.29
4439,1124,149,5,120.0,600.0
4440,284,52,10,120.0,1200.0
4441,384,72,3,120.0,360.0
4442,1579,53,7,272.24,1905.68
4443,3873,205,7,126.31,884.17
4444,2946,127,3,258.47,775.41
4445,4283,247,5,71.01,355.05
4446,624,119,9,1099.59,9896.31
4447,545,218,4,107.92,431.68
4448,914,214,2,422.09,844.18
4449,2138,56,3,1005.85,3017.55
4450,2544,50,1,86.05,86.05
4451,3733,137,5,210.59,1052.95
4452,3996,211,9,1220.52,10984.68
4453,1748,229,2,180.0,360.0
4454,2164,59,3,154.29,462.87
4455,1044,168,3,292.77,878.31
4456,2180,237,7,153.8,1076.6
4457,1316,183,10,120.0,1200.0
4458,1378,245,7,1433.1,10031.7
4459,3309,249,1,635.04,635.04
4460,223,159,3,120.0,360.0
4461,4532,174,1,1178.06,1178.06
4462,4423,225,9,300.0,2700.0
4463,2154,94,7,989.11,6923.77
4464,2700,189,5,1222.15,6110.75
4465,3321,152,7,129.83,908.81
4466,567,160,3,524.39,1573.17
4467,2043,119,3,1099.59,3298.77
4468,630,166,1,916.49,916.49
4469,2736,198,5,178.51,892.55
4470,2518,159,7,120.0,840.0
4471,725,168,3,292.77,878.31
4472,4361,124,5,2883.5,14417.5
4473,4049,85,10,1442.27,14422.7
4474,2899,136,1,855.93,855.93
4475,1465,150,7,106.47,745.29
4476,1308,72,8,120.0,960.0
4477,1955,232,8,1474.3,11794.4
4478,4795,204,1,78.16,78.16
4479,154,197,4,578.36,2313.44
4480,3512,64,9,2100.9,18908.1
4481,4067,91,2,66.38,132.76
4482,811,181,1,300.0,300.0
4483,151,78,6,120.0,720.0
4484,2223,232,1,1474.3,1474.3
4485,1079,98,6,180.0,1080.0
4486,779,120,1,163.07,163.07
4487,4250,124,6,2883.5,17301.0
4488,3969,103,9,186.36,1677.24
4489,4597,210,5,62.23,311.15
4490,2554,145,4,98.38,393.52
4491,4245,153,8,718.73,5749.84
4492,4104,86,4,200.0,800.0
4493,4689,184,4,1227.35,4909.4
4494,4565,73,9,2224.0,20016.0
4495,4547,104,1,1078.47,1078.47
4496,3679,188,3,2097.81,6293.43
4497,4224,157,4,800.0,3200.0
4498,3706,221,8,165.94,1327.52
4499,3359,139,1,143.08,143.08
4500,853,242,3,1963.04,5889.12
4501,4183,55,2,1736.62,3473.24
4502,3966,80,6,114.11,684.66
4503,4630,220,9,177.87,1600.83
4504,3324,156,10,1205.35,12053.5
4505,4920,61,9,67.58,608.22
4506,4475,242,10,1963.04,19630.4
4507,456,229,5,180.0,900.0
4508,4414,119,3,1099.59,3298.77
4509,230,79,8,181.74,1453.92
4510,4604,168,9,292.77,2634.93
4511,4886,175,9,1543.07,13887.63
4512,3478,104,1,1078.47,1078.47
4513,3359,88,10,2094.34,20943.4
4514,760,131,5,272.23,1361.15
4515,1791,55,10,1736.62,17366.2
4516,4542,233,9,955.41,8598.69
4517,1367,57,3,1709.37,5128.11
4518,325,104,7,1078.47,7549.29
4519,877,154,9,1180.22,10621.98
4520,167,65,2,116.11,232.22
4521,3665,169,2,1908.92,3817.84
4522,581,179,5,206.88,1034.4
4523,4935,113,8,109.15,873.2
4524,1800,60,10,190.3,1903.0
4525,1110,137,5,210.59,1052.95
4526,3628,53,8,272.24,2177.92
4527,2854,180,4,138.4,553.6
4528,1173,64,9,2100.9,18908.1
4529,772,153,4,718.73,2874.92
4530,928,117,5,82.71,413.55
4531,2909,220,7,177.87,1245.09
4532,606,130,9,132.92,1196.28
4533,3907,58,5,128.71,643.55
4534,4101,74,7,264.38,1850.66
4535,4095,114,4,61.9,247.6
4536,1002,153,2,718.73,1437.46
4537,3974,115,2,200.0,400.0
4538,414,232,5,1474.3,7371.5
4539,4811,222,2,305.74,611.48
4540,2015,82,2,2325.76,4651.52
4541,1488,71,2,385.81,771.62
4542,783,91,4,66.38,265.52
4543,527,204,8,78.16,625.28
4544,1,60,7,190.3,1332.1
4545,271,91,5,66.38,331.9
4546,2532,127,7,258.47,1809.29
4547,1072,153,6,718.73,4312.38
4548,694,71,8,385.81,3086.48
4549,2888,186,8,261.6,2092.8
4550,3579,106,7,152.29,1066.03
4551,1996,132,5,200.0,1000.0
4552,3578,80,6,114.11,684.66
4553,1710,67,10,110.28,1102.8
4554,2100,189,8,1222.15,9777.2
4555,470,217,7,1681.75,11772.25
4556,2291,171,5,159.51,797.55
4557,337,150,10,106.47,1064.7
4558,756,222,8,305.74,2445.92
4559,2602,226,4,182.34,729.36
4560,1720,178,6,300.0,1800.0
4561,2100,147,4,100.8,403.2
4562,413,184,5,1227.35,6136.75
4563,3613,179,10,206.88,2068.8
4564,3281,170,3,126.43,379.29
4565,4104,135,2,130.64,261.28
4566,2994,53,1,272.24,272.24
4567,3463,222,3,305.74,917.22
4568,247,223,1,1128.48,1128.48
4569,3779,244,6,115.57,693.42
4570,412,58,2,128.71,257.42
4571,3368,234,3,76.5,229.5
4572,4331,65,8,116.11,928.88
4573,2690,100,5,1359.23,6796.15
4574,588,101,2,248.5,497.0
4575,1469,186,2,261.6,523.2
4576,233,132,3,200.0,600.0
4577,1887,183,3,120.0,360.0
4578,310,93,8,125.16,1001.28
4579,944,166,5,916.49,4582.45
4580,908,183,8,120.0,960.0
4581,2749,54,4,405.91,1623.64
4582,2526,223,9,1128.48,10156.32
4583,1601,76,3,180.0,540.0
4584,2100,163,2,46.33,92.66
4585,546,94,6,989.11,5934.66
4586,2349,218,4,107.92,431.68
4587,3824,139,2,143.08,286.16
4588,2689,77,6,2171.8,13030.8
4589,3315,231,4,187.14,748.56
4590,4452,81,10,770.0,7700.0
4591,4931,102,4,150.31,601.24
4592,4973,120,10,163.07,1630.7
4593,1842,79,4,181.74,726.96
4594,1637,102,4,150.31,601.24
4595,1676,208,8,315.34,2522.72
4596,4833,189,1,1222.15,1222.15
4597,1791,58,9,128.71,1158.39
4598,3145,116,3,1631.98,4895.94
4599,3521,214,5,422.09,2110.45
4600,1842,163,5,46.33,231.65
4601,156,205,4,126.31,505.24
4602,934,203,4,166.41,665.64
4603,576,132,7,200.0,1400.0
4604,1334,198,4,178.51,714.04
4605,3108,150,10,106.47,1064.7
4606,4344,59,3,154.29,462.87
4607,1452,129,9,962.56,8663.04
4608,4549,73,4,2224.0,8896.0
4609,940,74,4,264.38,1057.52
4610,3460,229,10,180.0,1800.0
4611,1094,139,8,143.08,1144.64
4612,3942,178,7,300.0,2100.0
4613,2502,102,4,150.31,601.24
4614,4363,245,8,1433.1,11464.8
4615,1462,156,10,1205.35,12053.5
4616,2414,73,2,2224.0,4448.0
4617,3774,76,9,180.0,1620.0
4618,1211,156,2,1205.35,2410.7
4619,3299,204,10,78.16,781.6
4620,61,137,3,210.59,631.77
4621,2216,242,6,1963.04,11778.24
4622,4251,173,7,150.55,1053.85
4623,2832,88,9,2094.34,18849.06
4624,4818,126,8,141.19,1129.52
4625,4103,133,6,161.86,971.16
4626,4619,151,8,180.0,1440.0
4627,251,213,5,171.46,857.3
4628,1600,125,10,1197.53,11975.3
4629,2168,246,10,1247.02,12470.2
4630,3141,54,9,405.91,3653.19
4631,1286,130,4,132.92,531.68
4632,1788,187,1,2312.07,2312.07
4633,1469,65,8,116.11,928.88
4634,4034,230,5,118.96,594.8
4635,1503,191,9,157.02,1413.18
4636,1255,78,3,120.0,360.0
4637,4320,205,9,126.31,1136.79
4638,4815,167,8,100.84,806.72
4639,2901,166,6,916.49,5498.94
4640,3438,194,10,306.71,3067.1
4641,28,246,10,1247.02,12470.2
4642,901,243,8,98.66,789.28
4643,849,85,8,1442.27,11538.16
4644,101,153,7,718.73,5031.11
4645,2106,223,7,1128.48,7899.36
4646,4511,94,3,989.11,2967.33
4647,3241,152,7,129.83,908.81
4648,3318,58,3,128.71,386.13
4649,1489,213,9,171.46,1543.14
4650,1454,54,5,405.91,2029.55
4651,1802,128,8,142.27,1138.16
4652,4517,122,3,200.0,600.0
4653,4117,138,3,1619.87,4859.61
4654,4732,227,3,547.09,1641.27
4655,3441,77,8,2171.8,17374.4
4656,4560,76,9,180.0,1620.0
4657,1516,159,7,120.0,840.0
4658,3922,224,1,2101.12,2101.12
4659,3167,210,6,62.23,373.38
4660,24,164,3,84.9,254.7
4661,396,171,1,159.51,159.51
4662,1428,146,10,129.46,1294.6
4663,3205,215,2,1924.02,3848.04
4664,1014,185,3,1384.68,4154.04
4665,4518,181,7,300.0,2100.0
4666,4227,161,6,78.03,468.18
4667,420,213,2,171.46,342.92
4668,3350,156,5,1205.35,6026.75
4669,3966,208,1,315.34,315.34
4670,4871,226,3,182.34,547.02
4671,1427,218,1,107.92,107.92
4672,4271,185,3,1384.68,4154.04
4673,464,207,2,176.5,353.0
4674,390,191,4,157.02,628.08
4675,136,94,5,989.11,4945.55
4676,2457,159,3,120.0,360.0
4677,2272,95,10,172.18,1721.8
4678,601,244,5,115.57,577.85
4679,619,142,7,318.82,2231.74
4680,1577,65,10,116.11,1161.1
4681,3770,187,9,2312.07,20808.63
4682,2926,117,8,82.71,661.68
4683,9,229,6,180.0,1080.0
4684,1204,99,9,969.54,8725.86
4685,1722,117,8,82.71,661.68
4686,594,51,4,125.78,503.12
4687,3761,124,2,2883.5,5767.0
4688,606,124,9,2883.5,25951.5
4689,1470,237,6,153.8,922.8
4690,1696,227,10,547.09,5470.9
4691,1307,178,8,300.0,2400.0
4692,1688,146,8,129.46,1035.68
4693,3984,158,4,278.02,1112.08
4694,3727,214,10,422.09,4220.9
4695,1049,200,5,258.56,1292.8
4696,1736,226,1,182.34,182.34
4697,4329,166,9,916.49,8248.41
4698,3360,241,7,120.0,840.0
4699,685,66,1,120.0,120.0
4700,2339,120,10,163.07,1630.7
4701,949,192,10,193.9,1939.0
4702,3431,100,3,1359.23,4077.69
4703,2672,204,9,78.16,703.44
4704,305,58,1,128.71,128.71
4705,2398,113,6,109.15,654.9
4706,2001,240,5,167.69,838.45
4707,2527,134,4,110.88,443.52
4708,4226,230,1,118.96,118.96
4709,187,142,7,318.82,2231.74
4710,1565,91,1,66.38,66.38
4711,1910,166,1,916.49,916.49
4712,2283,119,2,1099.59,2199.18
4713,278,138,9,1619.87,14578.83
4714,1483,84,1,1133.92,1133.92
4715,4883,66,8,120.0,960.0
4716,1878,93,1,125.16,125.16
4717,4461,220,1,177.87,177.87
4718,4564,153,9,718.73,6468.57
4719,1649,138,8,1619.87,12958.96
4720,1925,156,1,1205.35,1205.35
4721,2699,167,7,100.84,705.88
4722,3800,93,8,125.16,1001.28
4723,1298,215,2,1924.02,3848.04
4724,1352,218,4,107.92,431.68
4725,2909,202,2,93.31,186.62
4726,2232,98,6,180.0,1080.0
4727,2029,109,5,2085.93,10429.65
4728,1218,51,5,125.78,628.9
4729,272,114,8,61.9,495.2
4730,1324,163,1,46.33,46.33
4731,2244,52,10,120.0,1200.0
4732,2953,142,2,318.82,637.64
4733,331,191,1,157.02,157.02
4734,3558,222,4,305.74,1222.96
4735,2668,211,2,1220.52,2441.04
4736,2547,213,10,171.46,1714.6
4737,3472,64,7,2100.9,14706.3
4738,1828,86,5,200.0,1000.0
4739,1836,187,5,2312.07,11560.35
4740,2129,58,1,128.71,128.71
4741,4957,99,2,969.54,1939.08
4742,3937,212,5,104.69,523.45
4743,2174,95,7,172.18,1205.26
4744,3710,155,1,298.27,298.27
4745,130,130,7,132.92,930.44
4746,1559,96,2,236.57,473.14
4747,2262,67,2,110.28,220.56
4748,3201,162,9,150.07,1350.63
4749,3725,202,8,93.31,746.48
4750,3534,212,10,104.69,1046.9
4751,1804,100,4,1359.23,5436.92
4752,3129,158,5,278.02,1390.1
4753,4694,138,9,1619.87,14578.83
4754,615,232,4,1474.3,5897.2
4755,3411,65,10,116.11,1161.1
4756,4519,137,8,210.59,1684.72
4757,2382,61,5,67.58,337.9
4758,1865,148,1,385.47,385.47
4759,1953,108,7,1476.36,10334.52
4760,688,122,10,200.0,2000.0
4761,3928,161,3,78.03,234.09
4762,4243,214,7,422.09,2954.63
4763,3508,81,8,770.0,6160.0
4764,2060,234,4,76.5,306.0
4765,2909,71,6,385.81,2314.86
4766,3305,222,10,305.74,3057.4
4767,2210,147,7,100.8,705.6
4768,1618,132,8,200.0,1600.0
4769,4043,61,3,67.58,202.74
4770,1900,54,7,405.91,2841.37
4771,2035,75,5,1254.27,6271.35
4772,3572,165,7,451.83,3162.81
4773,3974,140,6,120.0,720.0
4774,2953,69,5,1559.31,7796.55
4775,4648,238,3,204.45,613.35
4776,726,185,10,1384.68,13846.8
4777,3504,239,2,563.54,1127.08
4778,3528,231,3,187.14,561.42
4779,1178,129,2,962.56,1925.12
4780,4086,107,3,685.62,2056.86
4781,3410,243,2,98.66,197.32
4782,2341,222,1,305.74,305.74
4783,2484,242,9,1963.04,17667.36
4784,4262,54,10,405.91,4059.1
4785,3042,208,5,315.34,1576.7
4786,3524,72,9,120.0,1080.0
4787,4880,198,8,178.51,1428.08
4788,1560,189,7,1222.15,8555.05
4789,401,53,6,272.24,1633.44
4790,4211,86,4,200.0,800.0
4791,4447,124,10,2883.5,28835.0
4792,3332,153,10,718.73,7187.3
4793,2866,166,7,916.49,6415.43
4794,4972,186,7,261.6,1831.2
4795,1250,75,1,1254.27,1254.27
4796,614,76,9,180.0,1620.0
4797,4227,239,4,563.54,2254.16
4798,1955,227,7,547.09,3829.63
4799,4277,138,9,1619.87,14578.83
4800,349,131,2,272.23,544.46
4801,2519,249,8,635.04,5080.32
4802,161,179,4,206.88,827.52
4803,114,176,4,188.3,753.2
4804,1486,152,3,129.83,389.49
4805,1629,203,10,166.41,1664.1
4806,4239,142,4,318.82,1275.28
4807,3684,246,9,1247.02,11223.18
4808,2499,95,1,172.18,172.18
4809,1996,240,9,167.69,1509.21
4810,2110,119,10,1099.59,10995.9
4811,596,200,9,258.56,2327.04
4812,940,194,1,306.71,306.71
4813,1300,137,9,210.59,1895.31
4814,3751,153,6,718.73,4312.38
4815,1153,113,8,109.15,873.2
4816,4460,206,8,173.37,1386.96
4817,2095,101,8,248.5,1988.0
4818,3017,175,8,1543.07,12344.56
